,PKB4,PKB6,PKB7,PKB8,PKB9,PKB10,PKB11,PKB13,PKB14,PKB15,PKB16,PKB20,PKB22,PKB24,PKB32,PKB38,PKB42,PKB43,PKB44,PKB46,PKB48,PKB49,PKB50,PKB51,PKB52,PKB67,PKB68,PKB69,PKB70,PKB77,PKB79,PKB89,PKB90,PKB91,PKB98,PKB100,PKB101,PKB102,PKB103,PKB104,PKB105,PKB106,PKB119,PKB120,PKB128,PKB130,PKB135,PKB136,PKB137,PKB140,PKB142,PKB158,PKB159,PKB160,PKB161,PKB162,PKB171,PKB172,PKB177,PKB179,PKB180,PKB191,PKB206,PKB207,PKB218,PKB233,PKB236,PKB240,PKB241,PKB242,PKB247,PKB248
PKB4,1.0,0.007524858908895459,0.0064498790647675355,0.0064498790647675355,0.007524858908895459,0.0061811341037355545,0.0064498790647675355,0.007256113947863478,0.006987368986831497,0.0067186240257995165,0.006987368986831497,0.005912389142703574,0.0064498790647675355,0.0064498790647675355,0.0067186240257995165,0.0061811341037355545,0.007793603869927439,0.007524858908895459,0.0083310937919914,0.0083310937919914,0.006577777777777778,0.007524858908895459,0.005752794214332676,0.009406073636119323,0.006347946835945249,0.0064498790647675355,0.004705882352941177,0.0060718502276943835,0.006558641975308642,0.004982698961937716,0.006405817174515236,0.005643644181671593,0.005106154259607632,0.005106154259607632,0.0059031877213695395,0.005912389142703574,0.005106154259607632,0.004837409298575652,0.004299919376511691,0.004568664337543671,0.005643644181671593,0.006755555555555556,0.0037624294544477293,0.005106154259607632,0.006755555555555556,0.0061811341037355545,0.0017065556711758586,0.0013108205112199994,0.0012767723195761117,0.0039850259630479406,0.003961068356722499,0.005643644181671593,0.005374899220639612,0.005106154259607632,0.004299919376511691,0.0061811341037355545,0.003979185797367615,0.004568664337543671,0.00502047826661382,0.00409972299168975,0.004624124719249571,0.0016880193905817176,0.00806234883095942,0.008599838753023382,0.004830334500664171,0.004691358024691358,0.001484375,0.00806234883095942,0.005912389142703574,0.0064498790647675355,0.004837409298575652,0.004567474048442907
PKB6,0.007524858908895459,1.0,0.014225297962322183,0.012687427912341408,0.0196078431372549,0.010380622837370242,0.013456362937331795,0.016916570549788543,0.013456362937331795,0.0130718954248366,0.014609765474817378,0.009996155324875047,0.009996155324875047,0.009996155324875047,0.012687427912341408,0.010765090349865437,0.008458285274894272,0.008458285274894272,0.007304882737408689,0.007689350249903883,0.005511111111111111,0.007689350249903883,0.0052596975673898745,0.008055555555555555,0.005157706804205515,0.007304882737408689,0.004429065743944636,0.00505987518974532,0.005787037037037038,0.004013840830449827,0.005367036011080332,0.008458285274894272,0.006920415224913495,0.007689350249903883,0.0055658627087198514,0.008073817762399077,0.007304882737408689,0.0065359477124183,0.006920415224913495,0.0065359477124183,0.008458285274894272,0.004977777777777778,0.0065359477124183,0.007304882737408689,0.005333333333333334,0.010380622837370242,0.0014568158168574402,0.0010923504260166661,0.0011490950876185005,0.00338123415046492,0.003282028066998642,0.0065359477124183,0.006920415224913495,0.006151480199923107,0.006151480199923107,0.008073817762399077,0.003367003367003367,0.005382545174932718,0.004227771171885322,0.0035457063711911356,0.004359889021006738,0.0015148891966759003,0.007334183673469387,0.008002462296091105,0.003864267600531337,0.0034567901234567903,0.00125,0.008458285274894272,0.007689350249903883,0.008458285274894272,0.0065359477124183,0.004567474048442907
PKB7,0.0064498790647675355,0.014225297962322183,1.0,0.011534025374855825,0.014225297962322183,0.012302960399846213,0.014609765474817378,0.014994232987312572,0.011534025374855825,0.012687427912341408,0.014225297962322183,0.010765090349865437,0.010765090349865437,0.011918492887351018,0.01114955786236063,0.011918492887351018,0.00922722029988466,0.00922722029988466,0.008458285274894272,0.008458285274894272,0.005511111111111111,0.008073817762399077,0.005095332018408941,0.007500000000000001,0.005554453481452093,0.0065359477124183,0.004429065743944636,0.005228537696070164,0.005594135802469136,0.004013840830449827,0.00554016620498615,0.007689350249903883,0.006920415224913495,0.008073817762399077,0.0055658627087198514,0.008073817762399077,0.007304882737408689,0.005382545174932718,0.006920415224913495,0.006151480199923107,0.007689350249903883,0.005333333333333334,0.006920415224913495,0.006920415224913495,0.005155555555555556,0.010380622837370242,0.0014568158168574402,0.0010611404138447613,0.0011490950876185005,0.003501992512981524,0.003395201448619285,0.0057670126874279125,0.006920415224913495,0.0057670126874279125,0.006151480199923107,0.007304882737408689,0.003367003367003367,0.005382545174932718,0.0047562425683709865,0.0035457063711911356,0.004095653322763905,0.001471606648199446,0.007653061224489796,0.008002462296091105,0.003743509238014733,0.0038271604938271606,0.0012890624999999998,0.00922722029988466,0.006920415224913495,0.008073817762399077,0.0065359477124183,0.004013840830449827
PKB8,0.0064498790647675355,0.012687427912341408,0.011534025374855825,1.0,0.012687427912341408,0.015410245730945439,0.011918492887351018,0.011534025374855825,0.01457725947521866,0.016399999999999998,0.012302960399846213,0.011245314452311536,0.012078300708038317,0.011661807580174927,0.013744273219491877,0.012494793835901708,0.010828821324448148,0.010828821324448148,0.008746355685131196,0.009995835068721365,0.005333333333333334,0.008329862557267805,0.004766600920447075,0.007500000000000001,0.0053560801428288035,0.007080383173677634,0.004290657439446366,0.004722550177095631,0.005594135802469136,0.003737024221453287,0.005367036011080332,0.007913369429404415,0.007496876301541025,0.008329862557267805,0.004891212683420475,0.009162848812994586,0.007913369429404415,0.0066638900458142435,0.007496876301541025,0.007080383173677634,0.007913369429404415,0.0048,0.007080383173677634,0.007913369429404415,0.0048,0.010412328196584757,0.0013735691987513006,0.0010299304016728567,0.001085256471639695,0.003622750875498128,0.003282028066998642,0.007496876301541025,0.007913369429404415,0.007080383173677634,0.007080383173677634,0.008746355685131196,0.003162942556881951,0.0065359477124183,0.004095653322763905,0.0035457063711911356,0.00396353547364249,0.0014283240997229917,0.00701530612244898,0.007694675284702985,0.003501992512981524,0.003580246913580247,0.001171875,0.009579341940857976,0.007913369429404415,0.009995835068721365,0.007496876301541025,0.003875432525951557
PKB9,0.007524858908895459,0.0196078431372549,0.014225297962322183,0.012687427912341408,1.0,0.010380622837370242,0.013456362937331795,0.016916570549788543,0.013456362937331795,0.0130718954248366,0.014609765474817378,0.009996155324875047,0.009996155324875047,0.009996155324875047,0.012687427912341408,0.010765090349865437,0.008458285274894272,0.008458285274894272,0.007304882737408689,0.007689350249903883,0.005511111111111111,0.007689350249903883,0.0052596975673898745,0.008055555555555555,0.005157706804205515,0.007304882737408689,0.004429065743944636,0.00505987518974532,0.005787037037037038,0.004013840830449827,0.005367036011080332,0.008458285274894272,0.006920415224913495,0.007689350249903883,0.0055658627087198514,0.008073817762399077,0.007304882737408689,0.0065359477124183,0.006920415224913495,0.0065359477124183,0.008458285274894272,0.004977777777777778,0.0065359477124183,0.007304882737408689,0.005333333333333334,0.010380622837370242,0.0014568158168574402,0.0010923504260166661,0.0011490950876185005,0.00338123415046492,0.003282028066998642,0.0065359477124183,0.006920415224913495,0.006151480199923107,0.006151480199923107,0.008073817762399077,0.003367003367003367,0.005382545174932718,0.004227771171885322,0.0035457063711911356,0.004359889021006738,0.0015148891966759003,0.007334183673469387,0.008002462296091105,0.003864267600531337,0.0034567901234567903,0.00125,0.008458285274894272,0.007689350249903883,0.008458285274894272,0.0065359477124183,0.004567474048442907
PKB10,0.0061811341037355545,0.010380622837370242,0.012302960399846213,0.015410245730945439,0.010380622837370242,1.0,0.010765090349865437,0.010765090349865437,0.011661807580174927,0.0124,0.011534025374855825,0.012078300708038317,0.012078300708038317,0.012494793835901708,0.013327780091628487,0.013327780091628487,0.009579341940857976,0.009995835068721365,0.008329862557267805,0.008746355685131196,0.005155555555555556,0.007913369429404415,0.004930966469428008,0.006944444444444445,0.004959333465582225,0.007496876301541025,0.004013840830449827,0.004553887670770787,0.005594135802469136,0.003875432525951557,0.005193905817174515,0.009162848812994586,0.007080383173677634,0.009162848812994586,0.004722550177095631,0.009579341940857976,0.008329862557267805,0.0066638900458142435,0.0066638900458142435,0.007080383173677634,0.009162848812994586,0.004977777777777778,0.0066638900458142435,0.007913369429404415,0.005155555555555556,0.011245314452311536,0.0014151925078043704,0.0010611404138447613,0.0011171757796290976,0.003622750875498128,0.0031688546853779987,0.007913369429404415,0.007496876301541025,0.0066638900458142435,0.0066638900458142435,0.008329862557267805,0.0032649729619426593,0.007304882737408689,0.0038314176245210726,0.003656509695290859,0.004095653322763905,0.001341759002770083,0.006377551020408163,0.007079101261926746,0.003622750875498128,0.0038271604938271606,0.00125,0.009162848812994586,0.007913369429404415,0.010412328196584757,0.007080383173677634,0.003875432525951557
PKB11,0.0064498790647675355,0.013456362937331795,0.014609765474817378,0.011918492887351018,0.013456362937331795,0.010765090349865437,1.0,0.014609765474817378,0.01114955786236063,0.011918492887351018,0.01653210303729335,0.008842752787389465,0.009611687812379853,0.009611687812379853,0.011534025374855825,0.010765090349865437,0.008458285274894272,0.008458285274894272,0.008073817762399077,0.007689350249903883,0.005155555555555556,0.007304882737408689,0.0052596975673898745,0.007500000000000001,0.0053560801428288035,0.008073817762399077,0.004567474048442907,0.004891212683420475,0.005787037037037038,0.003875432525951557,0.005367036011080332,0.008073817762399077,0.006920415224913495,0.008073817762399077,0.005397200202395008,0.008842752787389465,0.006920415224913495,0.0065359477124183,0.006920415224913495,0.006920415224913495,0.007689350249903883,0.005333333333333334,0.007304882737408689,0.007689350249903883,0.005333333333333334,0.010380622837370242,0.0014151925078043704,0.0010923504260166661,0.0011490950876185005,0.003501992512981524,0.003395201448619285,0.006151480199923107,0.0065359477124183,0.006920415224913495,0.0065359477124183,0.008458285274894272,0.003367003367003367,0.0057670126874279125,0.004227771171885322,0.0035457063711911356,0.00396353547364249,0.001471606648199446,0.006696428571428571,0.007386888273314866,0.003622750875498128,0.003580246913580247,0.0012890624999999998,0.00922722029988466,0.008073817762399077,0.007689350249903883,0.0057670126874279125,0.004013840830449827
PKB13,0.007256113947863478,0.016916570549788543,0.014994232987312572,0.011534025374855825,0.016916570549788543,0.010765090349865437,0.014609765474817378,1.0,0.01384083044982699,0.0130718954248366,0.014225297962322183,0.009611687812379853,0.010380622837370242,0.010380622837370242,0.01114955786236063,0.01114955786236063,0.008073817762399077,0.008073817762399077,0.007304882737408689,0.007304882737408689,0.005511111111111111,0.007689350249903883,0.005095332018408941,0.008055555555555555,0.005554453481452093,0.008073817762399077,0.004567474048442907,0.005397200202395008,0.005979938271604939,0.004152249134948097,0.005713296398891967,0.00922722029988466,0.0065359477124183,0.008073817762399077,0.0055658627087198514,0.008458285274894272,0.007304882737408689,0.007304882737408689,0.006920415224913495,0.006920415224913495,0.008842752787389465,0.004977777777777778,0.006920415224913495,0.007689350249903883,0.005511111111111111,0.009611687812379853,0.0014568158168574402,0.001123560438188571,0.0011810143956079032,0.003622750875498128,0.003395201448619285,0.006151480199923107,0.006920415224913495,0.0065359477124183,0.006920415224913495,0.008458285274894272,0.003367003367003367,0.0057670126874279125,0.004227771171885322,0.003656509695290859,0.004359889021006738,0.0015148891966759003,0.007334183673469387,0.008002462296091105,0.003743509238014733,0.003333333333333333,0.0012890624999999998,0.008842752787389465,0.008458285274894272,0.008458285274894272,0.0065359477124183,0.004290657439446366
PKB14,0.006987368986831497,0.013456362937331795,0.011534025374855825,0.01457725947521866,0.013456362937331795,0.011661807580174927,0.01114955786236063,0.01384083044982699,1.0,0.0168,0.011534025374855825,0.010412328196584757,0.011245314452311536,0.010828821324448148,0.013744273219491877,0.011661807580174927,0.009162848812994586,0.009162848812994586,0.007913369429404415,0.008329862557267805,0.005333333333333334,0.008329862557267805,0.004930966469428008,0.007500000000000001,0.004959333465582225,0.007496876301541025,0.004152249134948097,0.004891212683420475,0.005208333333333333,0.003737024221453287,0.005193905817174515,0.008329862557267805,0.007496876301541025,0.008329862557267805,0.005228537696070164,0.008329862557267805,0.007496876301541025,0.0058309037900874635,0.007913369429404415,0.006247396917950854,0.008329862557267805,0.0048,0.0066638900458142435,0.007496876301541025,0.004977777777777778,0.009579341940857976,0.0013735691987513006,0.0010611404138447613,0.001085256471639695,0.0032604757879483156,0.0031688546853779987,0.0066638900458142435,0.007913369429404415,0.006247396917950854,0.0066638900458142435,0.007913369429404415,0.0032649729619426593,0.004998077662437523,0.004359889021006738,0.003434903047091413,0.004095653322763905,0.0014283240997229917,0.006696428571428571,0.007694675284702985,0.003864267600531337,0.003580246913580247,0.0011328125,0.009579341940857976,0.007913369429404415,0.009162848812994586,0.008329862557267805,0.003875432525951557
PKB15,0.0067186240257995165,0.0130718954248366,0.012687427912341408,0.016399999999999998,0.0130718954248366,0.0124,0.011918492887351018,0.0130718954248366,0.0168,1.0,0.012302960399846213,0.0108,0.011200000000000002,0.0108,0.0124,0.0108,0.01,0.01,0.0084,0.0096,0.005333333333333334,0.008,0.004766600920447075,0.007500000000000001,0.005157706804205515,0.006,0.004152249134948097,0.004722550177095631,0.005401234567901234,0.0035986159169550174,0.005367036011080332,0.0072,0.0068000000000000005,0.008,0.005397200202395008,0.008,0.0072,0.005600000000000001,0.0064,0.006,0.0076,0.0048,0.006,0.006,0.0048,0.0088,0.0013735691987513006,0.0010299304016728567,0.001085256471639695,0.00338123415046492,0.003282028066998642,0.006,0.0076,0.005600000000000001,0.005600000000000001,0.0072,0.0032649729619426593,0.004998077662437523,0.004624124719249571,0.0037673130193905816,0.00396353547364249,0.0013850415512465374,0.00701530612244898,0.007694675284702985,0.003622750875498128,0.0037037037037037034,0.001171875,0.01,0.0068000000000000005,0.0084,0.008,0.003737024221453287
